DBG_2025.05.07_PM_F0_kin.TXTFluorCam7 Kinetics Export File
-----------------------------------
[us]	[?C]	B3	B2	B1	A3	A2	A1	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B4	B5	B6	A4	A5	A6	E1	G4	H2	H3	G5	F5	E5	E6	F6	G6	F1	G1	G2	F2	E2	E3	F3	G3	H1	E4	F4	H4	H5	H6
1230100000	38.81	77.410	83.078	75.068	60.127	61.948	55.803	95.829	92.569	76.670	88.862	79.087	84.723	73.884	68.554	68.211	84.772	83.553	86.562	75.263	62.231	65.853	47.565	47.459	56.482	50.872	62.443	66.427	57.365	54.789	114.752	84.946	79.596	69.875	76.487	51.423	90.069	97.932	56.500	72.477	66.648	46.032	108.661	68.562	87.635	109.846	70.327	57.472	58.443
1230140000	38.82	79.872	76.583	80.872	57.836	63.483	50.231	91.222	90.543	80.443	92.681	77.952	80.759	71.089	64.982	65.439	89.491	85.211	94.661	73.105	61.856	65.642	51.696	42.468	55.241	46.926	61.538	57.156	58.808	57.495	106.402	79.527	84.422	70.304	78.823	48.096	95.603	98.590	54.843	67.595	65.472	51.903	112.183	62.152	89.930	120.282	69.159	57.519	57.423
1230180000	38.82	78.316	85.765	78.111	56.845	62.233	54.744	92.350	89.871	77.374	87.517	71.952	86.188	73.000	72.652	66.175	84.623	88.009	91.134	76.921	68.154	65.862	51.687	46.207	51.848	50.543	67.887	65.958	53.240	58.516	110.615	87.080	70.294	72.089	72.398	52.250	86.948	98.957	62.490	72.928	68.981	45.957	106.974	62.786	89.896	119.795	68.290	65.361	56.124
1260020000	39.15	79.427	80.339	79.333	61.273	57.138	52.632	90.855	88.793	75.339	98.595	76.587	89.598	76.589	71.848	71.386	90.596	91.833	94.482	75.851	64.760	64.330	59.348	43.847	54.214	48.351	72.670	63.292	51.144	59.589	103.316	86.366	79.459	72.107	72.071	53.269	85.698	94.769	53.990	68.964	64.528	52.527	110.270	69.054	87.357	115.581	73.065	60.667	54.134
1260060000	39.15	84.667	81.043	86.197	60.673	55.888	56.453	83.744	92.319	80.243	96.353	75.462	84.071	73.054	67.982	69.491	90.412	82.509	91.348	73.754	65.894	62.523	58.887	46.414	54.179	50.170	66.519	62.396	55.067	60.832	110.034	84.545	79.761	64.393	76.735	50.337	91.853	98.880	59.059	73.216	65.000	50.269	110.922	67.964	90.574	114.786	72.907	65.472	54.773
1260100000	39.15	73.624	78.470	79.906	53.855	62.759	54.385	88.410	89.362	77.348	92.233	73.202	90.929	71.062	67.027	67.202	87.246	87.316	88.661	78.246	69.269	66.193	56.487	47.568	54.170	49.511	65.679	62.406	49.260	61.074	109.436	84.777	78.220	66.330	75.717	48.760	84.517	96.932	56.882	71.108	66.398	49.699	106.678	64.393	86.287	120.538	73.636	63.231	63.412
1260140000	39.15	79.094	79.304	77.915	58.736	59.267	58.692	87.778	91.138	84.139	93.888	72.173	89.589	76.884	66.705	70.675	89.088	85.395	96.205	75.430	65.558	62.202	57.348	43.820	57.705	44.479	67.198	61.552	54.115	56.568	110.744	86.812	79.670	70.866	76.566	46.558	88.716	101.248	59.902	69.883	65.093	48.677	104.452	72.955	90.478	116.932	74.897	61.833	55.144
1260180000	39.15	79.000	80.400	73.564	58.191	58.914	55.051	89.966	92.345	74.530	96.414	76.933	85.411	74.420	71.098	73.702	89.930	89.833	88.732	75.737	67.558	64.275	55.261	46.604	52.857	55.404	63.283	68.781	55.644	59.863	110.880	88.411	74.193	70.402	76.938	47.096	83.681	95.239	56.578	75.459	64.130	48.892	106.409	67.321	85.800	112.803	69.093	60.194	57.495
1290020000	39.48	75.761	79.017	78.803	57.400	61.991	59.385	94.043	87.060	79.957	96.431	73.077	88.670	81.054	78.616	69.465	93.851	88.579	94.455	84.439	70.481	65.239	55.165	48.721	57.188	53.138	72.953	65.969	61.442	67.147	114.479	86.045	76.183	72.964	79.947	51.058	87.991	100.726	60.559	74.216	64.537	51.882	113.104	69.107	91.852	117.778	74.944	63.907	58.845
1290060000	39.48	78.453	80.974	80.889	58.373	62.974	57.026	87.991	90.310	80.826	92.095	70.760	92.580	73.652	70.357	66.096	92.079	86.298	91.598	74.605	63.317	60.376	54.070	45.955	52.464	58.713	65.443	67.896	54.279	62.274	109.940	88.973	77.523	68.812	73.221	49.981	84.560	103.556	57.931	72.315	60.130	44.129	106.939	67.366	90.635	117.778	72.850	62.213	63.495
1290100000	39.48	76.684	78.104	79.812	60.255	62.690	56.966	94.709	90.284	75.878	93.336	75.279	83.402	70.080	73.991	66.254	89.193	85.956	90.982	83.456	65.375	64.330	55.948	41.739	58.946	51.245	66.689	60.021	52.077	58.189	111.145	81.393	78.468	72.804	75.283	49.760	89.836	99.376	59.971	72.514	64.574	49.086	108.557	66.179	93.930	119.530	65.346	58.954	53.753
1290140000	39.48	76.402	80.043	81.949	58.800	56.569	58.154	91.769	90.379	74.191	94.207	71.202	85.054	70.768	70.929	67.588	90.140	89.579	90.420	75.149	67.067	67.367	55.130	48.793	59.777	47.894	64.585	62.344	54.981	61.232	104.863	83.402	85.028	74.054	77.319	51.856	81.767	97.274	58.225	72.793	65.731	50.935	104.670	69.232	87.539	115.393	67.093	61.269	58.196
1290180000	39.48	82.966	77.704	75.692	60.082	61.655	53.863	90.889	92.793	74.643	92.328	74.327	84.920	79.312	71.821	69.798	92.763	87.965	92.964	75.061	61.933	65.110	51.609	52.532	54.134	48.447	66.755	66.094	52.173	59.526	112.427	86.393	80.817	70.062	74.611	52.096	90.578	96.299	60.078	72.910	64.426	49.430	102.670	64.411	86.409	115.453	69.364	59.620	58.175
1320020000	39.81	75.786	84.383	86.103	64.191	63.190	52.667	91.556	90.491	77.748	93.612	74.740	87.946	74.786	72.312	72.316	90.123	84.482	95.455	75.026	60.183	58.624	56.348	46.811	56.312	51.989	65.104	64.948	48.173	59.284	112.137	87.955	82.532	69.545	77.265	48.183	89.612	102.350	56.902	76.126	65.222	50.581	108.470	66.884	86.548	120.556	67.804	62.102	55.371
1320060000	39.81	84.940	81.870	82.556	61.855	59.629	57.829	97.154	90.974	73.748	92.078	77.885	89.571	77.839	72.982	70.184	88.772	84.667	95.812	69.491	61.077	64.908	53.104	45.414	59.929	49.989	60.415	60.667	56.173	54.379	108.590	91.500	76.303	70.527	75.106	50.308	89.216	102.256	60.304	70.225	67.787	49.720	115.191	70.875	83.678	112.983	76.075	59.296	61.289
1320100000	39.81	78.231	79.400	82.154	56.718	62.672	57.103	89.376	90.000	83.739	91.147	75.769	86.295	78.339	71.036	68.289	87.263	82.982	90.875	79.982	69.558	61.523	55.078	46.730	57.786	54.128	68.670	67.271	53.106	60.905	108.120	91.536	81.688	71.179	78.088	58.231	90.871	100.239	58.520	73.766	66.130	47.978	108.252	69.223	89.948	115.675	73.626	56.231	56.588
1320140000	39.81	75.932	85.252	79.513	60.009	60.284	62.470	86.855	86.207	79.765	94.491	72.971	84.125	74.991	72.036	70.263	87.342	86.640	95.188	76.781	57.279	67.239	58.174	47.099	54.054	52.585	67.991	66.240	59.125	65.411	108.726	86.054	79.394	70.071	75.071	48.269	87.216	98.034	58.353	72.198	64.972	47.366	107.991	67.982	91.470	122.000	71.495	64.009	61.124
1320180000	39.81	79.316	80.974	74.812	56.064	62.060	55.444	89.769	90.431	76.965	94.198	75.173	87.438	81.402	65.080	67.202	91.237	83.228	94.938	76.123	60.798	67.624	59.765	50.144	58.062	49.766	68.330	60.781	55.817	63.758	104.974	91.821	79.193	70.054	76.354	51.548	86.776	95.504	54.078	67.856	65.944	51.430	104.191	71.821	87.330	115.829	70.682	58.907	56.742
1350020000	40.15	82.547	81.035	79.333	59.791	60.164	58.530	96.658	87.586	79.400	94.991	74.529	84.482	78.125	71.732	71.614	92.904	87.219	93.268	80.237	62.538	62.936	56.383	52.568	53.375	53.160	64.972	61.188	56.192	59.147	116.521	84.375	83.193	72.562	76.381	49.048	89.078	95.957	61.010	72.784	65.824	48.280	111.191	66.304	86.670	118.590	74.477	61.315	59.887
1350060000	40.15	75.556	82.835	77.368	61.236	60.362	57.444	90.744	87.879	82.339	93.405	78.548	85.000	81.312	75.598	68.912	88.491	80.570	93.054	83.289	61.683	61.624	56.748	46.414	56.884	52.457	63.066	64.010	52.615	56.189	107.068	85.071	77.349	69.018	78.496	47.606	87.440	91.966	58.108	73.423	67.130	51.215	104.791	63.500	83.452	120.701	72.374	57.565	60.856
1350100000	40.15	75.598	84.235	83.017	64.200	67.284	56.547	92.821	91.267	78.887	93.190	77.981	84.125	79.768	69.812	68.544	90.351	87.237	90.991	77.158	71.567	66.468	61.070	48.568	53.107	54.787	66.538	69.615	54.135	62.768	107.803	88.357	73.514	74.643	75.354	47.894	86.897	107.624	54.480	71.279	70.278	49.903	112.000	69.000	85.139	116.863	69.458	69.083	60.866
1350140000	40.15	77.197	85.878	83.761	62.009	61.466	59.282	90.077	85.431	80.826	96.991	74.038	93.054	75.009	67.232	66.974	91.140	88.491	93.312	78.728	66.077	61.972	61.922	43.198	54.402	50.117	67.783	69.469	55.923	59.937	110.521	82.214	84.963	71.482	76.876	49.308	90.862	98.385	59.176	73.477	66.287	53.108	104.270	65.161	85.757	116.034	72.047	62.593	60.515
1350180000	40.15	77.009	80.000	82.239	60.182	61.129	59.068	86.051	88.517	74.348	87.233	70.654	84.911	71.777	70.768	70.561	89.649	80.491	88.170	78.132	66.010	60.275	56.374	44.225	52.196	54.553	69.792	64.948	51.750	61.863	110.256	86.188	77.284	68.482	77.000	50.558	82.216	99.385	57.049	73.658	62.981	51.806	106.009	65.589	88.357	120.906	69.439	55.981	55.938
1380020000	40.49	78.009	81.930	79.060	58.891	58.741	56.085	94.444	88.155	80.887	94.345	76.808	89.214	74.750	73.812	69.833	89.807	86.719	93.946	80.640	65.221	65.587	60.365	54.243	57.607	52.287	61.236	60.917	53.279	58.621	110.017	87.268	84.138	65.446	75.265	53.548	87.371	97.513	62.676	71.036	69.009	47.774	108.704	71.679	90.061	116.111	67.935	58.287	54.485
1380060000	40.49	79.043	81.165	78.427	59.436	65.966	57.624	90.120	93.388	73.635	95.414	73.865	87.250	75.473	72.402	70.781	93.149	91.640	90.259	78.412	60.942	66.083	60.130	47.090	59.214	56.553	67.415	69.938	57.298	62.979	106.043	86.830	82.450	69.768	76.478	51.596	85.664	98.650	61.951	74.514	66.509	51.280	105.652	65.232	89.261	121.803	74.925	61.926	56.433
1380100000	40.49	80.026	81.878	83.923	61.018	66.319	62.778	94.197	92.560	78.904	94.914	76.721	85.527	78.411	67.134	67.974	90.596	80.789	94.116	77.877	63.019	63.917	58.235	49.405	57.429	49.883	62.679	64.875	56.192	65.800	107.504	86.045	78.312	73.205	78.903	52.471	94.207	100.692	55.637	74.441	66.194	52.505	110.200	66.232	86.678	119.872	73.308	65.519	56.866
1380140000	40.49	82.462	87.809	78.017	64.036	62.052	57.043	94.983	89.595	78.748	94.759	71.596	81.527	71.438	74.089	67.746	89.561	86.614	89.054	78.623	64.413	64.798	57.217	50.153	58.679	55.266	65.264	62.958	46.365	58.305	114.043	87.536	79.431	66.509	78.301	50.529	86.517	97.162	59.049	68.405	65.417	52.656	108.757	71.223	84.548	117.590	65.935	64.065	57.082
1380180000	40.49	79.051	81.661	79.957	61.018	61.664	55.744	91.291	93.836	81.904	89.638	71.788	86.473	77.125	69.330	69.272	90.018	90.298	96.000	80.991	64.067	62.358	56.130	45.414	56.830	52.574	65.528	61.344	52.260	56.295	109.103	90.286	79.862	68.955	77.779	51.663	93.181	93.479	57.000	77.306	64.148	49.172	103.026	67.455	87.774	114.427	71.701	62.537	60.505
1410020000	40.83	86.214	85.913	78.017	63.700	62.948	56.564	90.162	87.086	80.983	97.750	73.125	84.696	74.107	74.491	69.211	91.570	91.895	94.143	77.070	67.606	64.431	61.939	53.892	64.250	50.500	63.462	66.875	52.856	59.989	110.453	87.714	78.174	73.277	75.451	50.135	88.284	105.769	59.265	72.892	66.046	54.086	110.696	67.018	91.330	123.496	78.766	63.491	58.948
1410060000	40.83	84.197	88.243	79.786	62.800	59.991	57.769	92.897	90.026	72.261	96.603	77.529	85.938	72.286	70.902	69.272	94.500	83.404	93.795	78.614	65.894	64.596	58.243	47.946	62.232	55.596	58.925	65.844	54.567	63.179	107.778	93.554	75.890	72.679	73.628	50.231	91.664	97.376	55.647	76.009	68.824	52.086	110.409	67.402	86.739	118.376	72.393	63.741	57.691
1410100000	40.83	77.043	82.913	83.462	61.336	61.241	65.188	91.179	93.664	71.209	90.155	76.702	92.732	72.982	75.902	61.316	95.114	87.939	92.580	76.544	66.298	67.229	53.330	49.198	57.027	50.298	59.255	63.396	51.298	64.495	110.009	87.223	78.376	66.080	69.416	53.971	89.922	96.915	59.010	75.198	65.278	50.516	108.696	72.446	87.043	118.556	64.505	63.657	56.629
1410140000	40.83	77.402	77.722	80.906	62.227	61.560	57.735	85.607	86.828	77.730	98.776	71.904	78.232	77.562	64.000	68.947	94.649	85.456	94.232	77.070	68.067	63.697	57.478	48.982	59.009	49.872	67.972	63.490	54.462	60.642	109.940	86.991	82.165	68.759	74.673	49.683	89.078	99.684	57.912	69.667	65.361	49.452	103.870	68.750	81.261	111.051	69.579	61.398	61.165
1410180000	40.83	81.265	85.809	85.598	61.445	61.681	56.214	89.590	90.362	74.496	96.103	74.163	84.268	73.812	68.438	71.018	87.412	82.447	99.098	73.219	63.683	60.193	54.530	47.099	58.482	51.394	57.830	68.750	55.067	60.874	105.120	82.750	80.523	69.491	73.451	53.279	94.948	100.222	55.667	74.730	65.407	47.075	111.148	71.714	83.539	121.983	72.355	59.824	56.784
1440020000	41.17	82.359	85.896	79.333	61.045	62.284	55.923	91.051	89.500	77.713	89.267	76.529	88.964	82.196	70.857	65.298	98.509	87.184	95.357	80.895	62.356	62.541	52.870	47.964	63.402	53.287	60.104	68.104	52.692	60.821	110.769	85.205	79.183	70.625	77.823	52.731	91.388	96.932	61.029	69.009	66.417	50.301	110.722	66.982	91.687	118.812	70.785	60.694	56.237
1440060000	41.17	81.427	88.174	83.350	61.364	63.966	61.376	88.103	92.422	73.922	100.759	73.827	85.188	81.455	71.223	71.202	90.211	84.632	93.857	78.860	65.029	68.440	61.061	48.613	59.830	49.319	61.934	72.417	48.702	64.663	108.179	86.241	83.128	68.518	80.221	53.788	85.319	100.248	56.029	71.234	68.102	47.387	110.209	67.161	92.209	122.650	69.776	63.565	54.639
1440100000	41.17	76.983	85.557	80.111	63.200	61.474	57.436	91.299	88.129	82.209	94.414	73.673	85.571	70.554	69.116	67.921	94.035	82.132	95.152	79.561	64.731	67.972	57.765	46.577	61.143	46.798	62.528	70.104	54.856	61.516	106.154	83.545	77.147	69.375	82.177	47.856	87.534	99.752	59.696	71.072	64.139	51.548	106.235	66.375	88.087	120.205	79.738	61.731	62.856
1440140000	41.17	78.786	82.157	84.897	65.991	55.336	60.581	90.530	87.810	77.070	93.267	74.048	87.589	75.098	75.723	67.789	95.623	87.930	91.152	77.553	68.779	60.945	58.443	46.811	55.955	55.862	64.170	65.562	52.673	62.200	105.607	88.991	77.917	73.964	75.416	52.529	93.474	98.316	57.382	71.730	66.963	48.914	110.296	70.643	88.774	119.487	72.421	60.667	60.979
1440180000	41.18	82.838	82.809	79.872	64.136	64.534	56.547	86.949	89.759	81.539	93.655	73.433	84.491	72.071	73.759	67.614	90.421	86.254	91.911	76.675	62.788	66.936	57.130	45.441	56.714	50.096	59.557	63.750	53.106	56.663	109.299	91.107	81.917	71.893	79.442	46.558	85.310	100.239	58.578	71.613	66.519	49.215	109.504	66.964	82.417	112.769	72.850	63.315	59.309
1470020000	41.51	85.453	85.904	80.538	69.155	62.164	59.239	90.256	90.897	80.548	100.655	76.654	85.991	72.982	70.134	70.149	92.254	84.263	93.866	78.702	65.596	65.376	64.026	43.928	66.848	56.277	66.698	64.083	59.240	59.895	109.786	97.482	79.404	76.205	81.699	51.067	89.767	102.769	59.853	73.901	64.954	50.387	113.696	68.866	85.574	122.658	70.075	58.102	60.897
1470060000	41.51	81.923	87.304	82.692	60.809	63.474	60.496	92.641	90.448	84.765	88.181	75.692	84.991	74.536	69.571	72.833	90.421	90.526	94.714	82.132	65.058	66.826	58.035	49.829	59.643	58.064	63.057	64.490	53.913	65.411	103.812	93.143	82.028	73.089	78.876	53.154	88.103	104.504	57.471	75.207	66.056	51.968	105.887	70.473	85.548	118.667	69.514	60.315	58.412
1470100000	41.51	85.316	83.087	81.248	61.155	59.302	62.521	91.017	86.750	78.304	90.181	70.510	86.027	75.420	75.179	67.430	95.623	84.254	95.786	75.237	70.038	63.385	62.774	48.865	58.902	53.330	62.811	67.781	52.327	64.347	112.521	91.232	80.000	71.223	83.690	54.019	83.707	98.154	60.814	71.568	67.815	49.849	107.165	68.920	88.609	123.385	73.626	63.157	60.412
1470140000	41.51	84.632	84.000	78.940	64.091	62.302	55.103	89.393	93.491	76.957	93.733	75.558	81.312	77.661	68.554	69.754	90.439	88.123	96.714	84.675	69.692	65.450	60.661	43.378	59.964	54.681	64.283	67.500	56.827	64.737	107.359	89.634	82.037	76.420	79.177	48.442	88.638	101.026	60.137	72.712	69.639	48.022	112.200	67.036	81.348	119.026	72.514	61.620	59.175
1470180000	41.51	77.701	85.296	86.248	61.209	59.534	58.487	89.957	90.991	79.443	91.750	76.577	86.188	72.188	69.509	70.184	85.754	75.974	92.812	75.930	63.240	68.358	63.174	48.144	57.152	53.787	60.858	66.615	55.308	59.189	105.855	91.009	81.183	70.143	76.655	54.856	87.190	105.846	62.137	72.730	65.907	55.419	111.122	72.839	87.235	118.983	74.916	62.148	50.443
1500020000	41.84	81.154	88.817	81.359	61.791	60.983	60.718	94.000	89.328	75.922	97.388	75.452	83.196	76.098	80.732	70.272	95.956	86.509	100.036	79.965	70.308	66.532	61.139	53.324	61.036	50.766	61.368	68.167	53.548	68.179	114.769	93.179	76.927	71.455	80.947	49.644	89.509	105.880	58.971	73.477	67.037	49.452	109.922	68.491	87.165	117.034	72.411	63.102	63.959
1500060000	41.84	84.795	80.478	78.735	67.773	63.543	53.906	93.752	89.388	81.200	96.724	71.548	86.866	76.429	76.625	70.246	91.719	85.000	94.991	80.939	66.058	62.101	61.078	49.604	55.321	58.043	63.575	65.438	54.712	65.432	111.222	93.107	74.367	70.286	80.425	51.788	88.405	99.333	56.941	77.099	64.074	57.032	111.896	66.107	89.617	115.487	73.813	62.944	58.320
1500100000	41.84	82.368	86.417	82.607	58.900	68.603	60.060	89.060	88.552	72.809	92.207	79.010	82.402	75.509	70.777	67.825	92.895	81.140	94.223	77.000	67.692	62.752	55.130	45.748	59.857	50.606	62.377	69.177	51.856	64.653	107.718	89.795	78.972	69.375	78.770	49.942	90.905	104.060	68.059	78.243	65.852	45.935	111.522	74.339	81.165	117.359	75.308	59.889	63.402
1500140000	41.84	78.521	93.296	83.402	59.136	60.707	58.658	87.744	84.422	82.000	94.431	74.279	91.000	71.062	75.491	70.079	87.956	86.070	93.286	80.877	71.721	64.055	61.313	42.216	56.812	53.085	58.453	62.312	54.663	66.295	111.769	92.482	78.881	74.196	84.717	48.567	93.164	101.120	65.706	75.739	66.139	46.452	101.435	67.679	85.383	119.504	73.234	59.722	59.423
1500180000	41.84	85.085	90.765	84.564	62.264	61.974	59.701	90.171	92.707	78.226	96.198	74.192	86.598	72.107	71.205	63.509	96.965	85.623	90.536	78.614	66.308	58.532	55.948	46.721	59.304	55.734	64.783	67.250	51.413	63.853	113.402	88.357	80.303	68.893	76.717	51.019	85.991	102.359	59.873	71.523	64.639	55.301	107.330	72.384	88.861	121.436	71.869	59.852	56.165
1530020000	42.18	87.974	82.504	84.316	62.727	64.543	63.308	93.060	92.371	73.626	96.931	71.769	86.089	78.518	76.661	68.360	88.596	88.211	94.768	77.693	63.058	61.349	60.096	46.802	61.652	48.298	63.217	68.052	57.106	61.537	107.376	97.634	81.862	74.598	78.425	46.519	89.586	101.701	58.147	72.775	69.713	55.753	114.513	64.946	87.678	126.111	72.112	67.491	61.268
1530060000	42.18	86.590	85.713	79.581	59.100	62.724	57.761	91.966	95.681	84.452	100.914	73.644	89.580	71.830	73.098	63.412	92.667	86.658	95.375	78.281	63.260	62.587	57.078	43.829	61.839	54.372	61.264	70.917	55.077	63.916	105.359	98.295	81.110	73.054	74.257	54.971	89.810	100.812	60.363	75.595	61.454	46.613	109.757	76.134	86.296	117.991	73.720	58.611	57.082
1530100000	42.18	89.615	88.087	84.863	58.664	65.802	60.590	93.863	90.103	77.078	93.905	73.952	87.929	74.830	71.286	68.982	88.825	83.658	102.179	74.816	67.856	67.945	65.122	53.180	57.339	52.819	65.660	63.312	58.202	65.895	111.205	94.393	82.679	71.366	78.938	46.106	89.810	98.786	64.892	73.315	65.750	54.086	111.591	71.071	89.183	122.034	68.617	58.250	61.619
1530140000	42.18	83.795	90.130	81.598	59.082	65.759	62.188	89.188	93.405	87.417	101.034	75.712	91.759	76.312	73.536	68.947	97.447	85.167	101.857	80.728	65.500	66.202	59.817	52.180	63.705	50.000	62.170	65.760	53.375	61.863	111.521	92.348	82.807	72.786	75.239	51.163	95.491	99.239	60.147	73.640	65.213	52.043	105.817	72.089	85.400	121.778	72.280	56.056	56.021
1530180000	42.18	81.709	84.530	81.846	62.400	60.690	61.368	87.709	89.155	83.157	95.216	73.192	87.821	73.670	69.964	68.193	92.746	85.570	97.991	73.851	67.096	63.450	59.548	44.405	60.714	58.000	62.566	64.094	53.106	66.011	111.709	91.438	75.000	69.286	80.655	48.635	89.862	102.154	58.706	70.622	64.713	50.183	105.835	72.321	87.426	118.342	78.421	59.546	61.619
1560020000	42.52	89.282	88.183	86.043	69.291	62.397	58.701	94.427	93.905	73.704	99.276	72.654	89.223	80.241	72.812	64.965	97.544	90.535	99.580	77.746	68.058	58.367	62.391	46.991	58.616	50.351	67.208	69.073	54.731	64.621	107.342	97.143	82.138	66.304	83.425	48.663	88.224	104.179	61.951	76.982	67.481	58.667	117.617	71.973	92.313	118.291	75.009	64.380	63.804
1560060000	42.52	87.051	90.165	90.547	61.527	63.500	61.154	87.137	88.466	77.148	99.276	69.933	90.482	71.152	71.170	69.482	90.798	85.377	103.991	71.956	67.471	65.138	62.617	46.856	61.259	55.117	59.717	67.625	55.452	66.495	111.034	92.830	81.101	70.875	83.327	54.490	87.405	97.026	63.755	70.892	67.852	54.828	108.643	65.920	82.183	116.701	75.103	63.630	62.144
1560100000	42.52	83.316	91.017	86.530	61.745	64.302	55.915	87.932	92.595	80.704	101.586	73.173	84.545	71.080	76.571	70.316	96.860	87.842	101.750	80.711	66.365	65.587	61.965	50.333	63.250	51.915	62.208	66.958	54.240	65.495	108.632	96.571	80.927	73.348	78.425	53.058	86.836	96.308	59.245	76.928	65.694	49.796	109.704	72.643	85.704	119.538	69.813	68.250	61.536
1560140000	42.52	86.521	89.739	85.274	58.573	60.147	60.145	88.419	87.310	81.730	100.474	72.538	85.286	77.625	74.545	67.868	97.404	85.974	100.616	80.316	65.567	64.688	62.974	47.856	60.018	52.883	61.226	65.438	54.673	72.221	105.419	93.562	80.624	66.259	78.796	50.394	85.741	102.564	61.206	74.315	66.120	54.226	105.374	72.089	87.165	115.162	75.794	63.250	61.670
1560180000	42.52	80.598	85.226	83.188	65.127	62.216	60.744	93.821	89.526	76.470	98.138	71.721	86.652	76.259	75.196	66.526	95.614	81.851	101.625	82.684	65.394	64.633	59.252	44.631	61.312	52.426	60.094	63.208	55.231	65.221	112.043	93.509	76.835	72.161	78.885	50.183	85.491	98.368	60.333	75.369	66.407	52.387	107.983	70.902	91.939	118.410	70.103	65.380	57.124
1590020000	42.85	89.239	90.304	83.915	62.900	69.690	58.060	90.205	90.216	80.791	103.216	75.981	88.652	76.741	73.250	73.026	96.132	84.737	105.491	84.281	69.365	70.615	61.183	47.342	63.616	55.596	65.566	71.271	56.346	68.832	111.915	99.054	85.661	75.170	87.655	48.952	90.647	99.308	58.451	76.847	69.556	47.000	113.470	71.321	88.635	120.077	73.729	66.472	62.577
